ID_Venda;Data;ID_Produto;ID_Cliente;ID_Vendedor;Quantidade;Preco_Unitario;Desconto_Pct;Valor_Bruto;Valor_Desconto;Valor_Total;Canal_Venda;arquivo_origem
V01735;2024-10-19;P010;C018;V05;2;480.38;0.2;960.76;192.15;768.61;Loja Física;dataset_vendas_fake.xlsx
V01736;2024-04-08;P020;C018;V05;1;198.98;0.0;198.98;0.0;198.98;E-commerce;dataset_vendas_fake.xlsx
V01737;2024-08-31;P017;C029;V01;3;499.03;0.15;1497.09;224.56;1272.53;Loja Física;dataset_vendas_fake.xlsx
V01738;2024-12-03;P018;C006;V01;1;845.79;0.05;845.79;42.29;803.5;Marketplace;dataset_vendas_fake.xlsx
V01739;2024-04-15;P008;C027;V04;1;1755.45;0.0;1755.45;0.0;1755.45;Loja Física;dataset_vendas_fake.xlsx
V01740;2024-09-30;P020;C011;V08;2;172.89;0.0;345.78;0.0;345.78;Loja Física;dataset_vendas_fake.xlsx
V01741;2024-09-08;P001;C011;V08;1;4531.23;0.0;4531.23;0.0;4531.23;E-commerce;dataset_vendas_fake.xlsx
V01742;2024-07-31;P001;C028;V05;1;4447.98;0.0;4447.98;0.0;4447.98;Vendedor Externo;dataset_vendas_fake.xlsx
V01743;2024-05-11;P003;C004;V01;1;70.18;0.0;70.18;0.0;70.18;E-commerce;dataset_vendas_fake.xlsx
V01744;2024-05-26;P005;C006;V06;1;2223.99;0.0;2223.99;0.0;2223.99;Loja Física;dataset_vendas_fake.xlsx
V01745;2024-03-19;P010;C014;V04;2;446.0;0.0;892.0;0.0;892.0;Loja Física;dataset_vendas_fake.xlsx
V01746;2024-11-10;P011;C006;V01;1;1327.97;0.0;1327.97;0.0;1327.97;Loja Física;dataset_vendas_fake.xlsx
V01747;2024-06-01;P013;C004;V06;1;130.99;0.2;130.99;26.2;104.79;E-commerce;dataset_vendas_fake.xlsx
V01748;2024-07-30;P011;C009;V06;1;1268.86;0.15;1268.86;190.33;1078.53;Loja Física;dataset_vendas_fake.xlsx
V01749;2024-01-27;P007;C008;V03;2;2762.08;0.05;5524.16;276.21;5247.95;Vendedor Externo;dataset_vendas_fake.xlsx
V01750;2024-09-17;P017;C013;V02;3;535.77;0.0;1607.31;0.0;1607.31;Marketplace;dataset_vendas_fake.xlsx
V01751;2024-02-01;P011;C015;V08;1;1413.63;0.0;1413.63;0.0;1413.63;Loja Física;dataset_vendas_fake.xlsx
V01752;2024-09-04;P001;C014;V04;1;4966.51;0.0;4966.51;0.0;4966.51;Loja Física;dataset_vendas_fake.xlsx
V01753;2024-05-17;P018;C019;V05;1;894.29;0.0;894.29;0.0;894.29;E-commerce;dataset_vendas_fake.xlsx
V01754;2024-10-11;P005;C010;V07;3;1982.1;0.1;5946.3;594.63;5351.67;Vendedor Externo;dataset_vendas_fake.xlsx
V01755;2024-02-12;P017;C007;V01;1;482.26;0.2;482.26;96.45;385.81;Marketplace;dataset_vendas_fake.xlsx
V01756;2024-10-03;P006;C026;V02;1;946.26;0.0;946.26;0.0;946.26;Vendedor Externo;dataset_vendas_fake.xlsx
V01757;2024-10-11;P015;C002;V01;3;284.91;0.0;854.73;0.0;854.73;Vendedor Externo;dataset_vendas_fake.xlsx
V01758;2024-11-13;P010;C021;V02;1;433.36;0.05;433.36;21.67;411.69;Loja Física;dataset_vendas_fake.xlsx
V01759;2024-01-31;P016;C009;V06;1;638.22;0.0;638.22;0.0;638.22;Vendedor Externo;dataset_vendas_fake.xlsx
V01760;2024-06-28;P007;C019;V05;1;3000.05;0.0;3000.05;0.0;3000.05;Loja Física;dataset_vendas_fake.xlsx
V01761;2024-03-23;P018;C019;V05;5;880.3;0.0;4401.5;0.0;4401.5;Marketplace;dataset_vendas_fake.xlsx
V01762;2024-02-15;P013;C023;V05;3;134.06;0.05;402.18;20.11;382.07;E-commerce;dataset_vendas_fake.xlsx
V01763;2024-10-11;P009;C029;V06;5;316.89;0.0;1584.45;0.0;1584.45;E-commerce;dataset_vendas_fake.xlsx
V01764;2024-11-08;P017;C026;V07;2;512.48;0.0;1024.96;0.0;1024.96;Marketplace;dataset_vendas_fake.xlsx
V01765;2024-11-21;P009;C025;V08;1;314.41;0.05;314.41;15.72;298.69;Marketplace;dataset_vendas_fake.xlsx
V01766;2024-05-05;P011;C011;V03;1;1258.19;0.0;1258.19;0.0;1258.19;Vendedor Externo;dataset_vendas_fake.xlsx
V01767;2024-11-02;P011;C001;V01;1;1120.94;0.05;1120.94;56.05;1064.89;Loja Física;dataset_vendas_fake.xlsx
V01768;2024-11-07;P016;C001;V01;1;728.0;0.1;728.0;72.8;655.2;E-commerce;dataset_vendas_fake.xlsx
V01769;2024-07-30;P018;C029;V06;1;891.21;0.0;891.21;0.0;891.21;Vendedor Externo;dataset_vendas_fake.xlsx
V01770;2024-10-02;P003;C026;V02;1;70.23;0.1;70.23;7.02;63.21;Loja Física;dataset_vendas_fake.xlsx
V01771;2024-12-09;P015;C022;V01;1;307.71;0.15;307.71;46.16;261.55;Marketplace;dataset_vendas_fake.xlsx
V01772;2024-07-11;P020;C012;V06;4;185.66;0.0;742.64;0.0;742.64;E-commerce;dataset_vendas_fake.xlsx
V01773;2024-12-22;P001;C004;V06;1;5073.94;0.0;5073.94;0.0;5073.94;Marketplace;dataset_vendas_fake.xlsx
V01774;2024-04-08;P015;C001;V01;1;283.27;0.0;283.27;0.0;283.27;Loja Física;dataset_vendas_fake.xlsx
V01775;2024-05-23;P012;C007;V01;1;1039.73;0.0;1039.73;0.0;1039.73;Marketplace;dataset_vendas_fake.xlsx
V01776;2024-04-23;P008;C016;V07;1;1534.68;0.0;1534.68;0.0;1534.68;Loja Física;dataset_vendas_fake.xlsx
V01777;2024-05-23;P016;C029;V01;1;685.76;0.0;685.76;0.0;685.76;Loja Física;dataset_vendas_fake.xlsx
V01778;2024-04-10;P013;C004;V06;1;121.64;0.0;121.64;0.0;121.64;Vendedor Externo;dataset_vendas_fake.xlsx
V01779;2024-03-28;P018;C007;V01;4;980.0;0.0;3920.0;0.0;3920.0;Loja Física;dataset_vendas_fake.xlsx
V01780;2024-10-28;P005;C024;V01;1;2352.54;0.0;2352.54;0.0;2352.54;E-commerce;dataset_vendas_fake.xlsx
V01781;2024-05-12;P019;C028;V05;2;537.86;0.0;1075.72;0.0;1075.72;Marketplace;dataset_vendas_fake.xlsx
V01782;2024-04-08;P001;C023;V05;1;5076.04;0.0;5076.04;0.0;5076.04;Vendedor Externo;dataset_vendas_fake.xlsx
V01783;2024-01-02;P014;C021;V02;1;100.51;0.0;100.51;0.0;100.51;Marketplace;dataset_vendas_fake.xlsx
V01784;2024-08-09;P014;C009;V01;2;113.0;0.2;226.0;45.2;180.8;Vendedor Externo;dataset_vendas_fake.xlsx
V01785;2024-09-10;P012;C017;V04;1;934.95;0.0;934.95;0.0;934.95;E-commerce;dataset_vendas_fake.xlsx
V01786;2024-01-25;P009;C030;V08;1;327.3;0.2;327.3;65.46;261.84;Vendedor Externo;dataset_vendas_fake.xlsx
V01787;2024-06-10;P001;C013;V02;3;4558.13;0.0;13674.39;0.0;13674.39;Marketplace;dataset_vendas_fake.xlsx
V01788;2024-02-11;P019;C026;V02;1;489.71;0.0;489.71;0.0;489.71;E-commerce;dataset_vendas_fake.xlsx
V01789;2024-12-19;P014;C003;V02;1;119.74;0.0;119.74;0.0;119.74;E-commerce;dataset_vendas_fake.xlsx
V01790;2024-03-25;P011;C010;V02;1;1353.03;0.0;1353.03;0.0;1353.03;Loja Física;dataset_vendas_fake.xlsx
V01791;2024-01-15;P016;C014;V04;1;658.29;0.0;658.29;0.0;658.29;Marketplace;dataset_vendas_fake.xlsx
V01792;2024-05-08;P008;C004;V06;2;1703.35;0.05;3406.7;170.34;3236.36;E-commerce;dataset_vendas_fake.xlsx
V01793;2024-06-23;P002;C027;V04;1;3835.23;0.1;3835.23;383.52;3451.71;E-commerce;dataset_vendas_fake.xlsx
V01794;2024-02-07;P020;C020;V06;1;172.71;0.0;172.71;0.0;172.71;Loja Física;dataset_vendas_fake.xlsx
V01795;2024-11-16;P015;C019;V05;1;263.17;0.0;263.17;0.0;263.17;Loja Física;dataset_vendas_fake.xlsx
V01796;2024-02-01;P002;C013;V07;1;3936.61;0.2;3936.61;787.32;3149.29;Loja Física;dataset_vendas_fake.xlsx
V01797;2024-03-06;P002;C030;V08;1;4346.16;0.0;4346.16;0.0;4346.16;Loja Física;dataset_vendas_fake.xlsx
V01798;2024-06-03;P020;C021;V07;1;201.99;0.0;201.99;0.0;201.99;Loja Física;dataset_vendas_fake.xlsx
V01799;2024-02-22;P002;C018;V05;2;3864.6;0.0;7729.2;0.0;7729.2;Marketplace;dataset_vendas_fake.xlsx
V01800;2024-07-14;P013;C004;V06;1;131.87;0.1;131.87;13.19;118.68;E-commerce;dataset_vendas_fake.xlsx
V01801;2024-11-02;P020;C001;V06;1;206.49;0.15;206.49;30.97;175.52;Vendedor Externo;dataset_vendas_fake.xlsx
V01802;2024-08-25;P014;C029;V01;1;102.89;0.1;102.89;10.29;92.6;Marketplace;dataset_vendas_fake.xlsx
V01803;2024-11-29;P001;C015;V08;4;4496.65;0.0;17986.6;0.0;17986.6;E-commerce;dataset_vendas_fake.xlsx
V01804;2024-02-25;P004;C001;V01;1;268.33;0.0;268.33;0.0;268.33;E-commerce;dataset_vendas_fake.xlsx
V01805;2024-10-20;P005;C021;V07;2;1902.12;0.0;3804.24;0.0;3804.24;Marketplace;dataset_vendas_fake.xlsx
V01806;2024-08-03;P016;C024;V06;1;659.38;0.0;659.38;0.0;659.38;E-commerce;dataset_vendas_fake.xlsx
V01807;2024-05-04;P005;C026;V02;1;2043.39;0.0;2043.39;0.0;2043.39;Loja Física;dataset_vendas_fake.xlsx
V01808;2024-03-06;P010;C019;V05;1;509.19;0.0;509.19;0.0;509.19;Marketplace;dataset_vendas_fake.xlsx
V01809;2024-06-08;P019;C029;V01;1;493.61;0.2;493.61;98.72;394.89;E-commerce;dataset_vendas_fake.xlsx
V01810;2024-08-28;P010;C020;V06;1;476.3;0.05;476.3;23.82;452.48;Marketplace;dataset_vendas_fake.xlsx
V01811;2024-07-07;P001;C017;V04;2;4099.21;0.0;8198.42;0.0;8198.42;Loja Física;dataset_vendas_fake.xlsx
V01812;2024-05-01;P017;C027;V04;1;554.29;0.05;554.29;27.71;526.58;Vendedor Externo;dataset_vendas_fake.xlsx
V01813;2024-06-25;P007;C007;V01;1;2934.68;0.0;2934.68;0.0;2934.68;Loja Física;dataset_vendas_fake.xlsx
V01814;2024-06-23;P007;C022;V06;2;2681.12;0.0;5362.24;0.0;5362.24;Vendedor Externo;dataset_vendas_fake.xlsx
V01815;2024-11-03;P011;C028;V05;1;1409.46;0.0;1409.46;0.0;1409.46;Marketplace;dataset_vendas_fake.xlsx
V01816;2024-08-02;P011;C006;V01;1;1220.85;0.0;1220.85;0.0;1220.85;Vendedor Externo;dataset_vendas_fake.xlsx
V01817;2024-01-22;P016;C008;V03;1;621.11;0.0;621.11;0.0;621.11;E-commerce;dataset_vendas_fake.xlsx
V01818;2024-12-20;P008;C015;V03;1;1589.69;0.0;1589.69;0.0;1589.69;E-commerce;dataset_vendas_fake.xlsx
V01819;2024-09-03;P011;C026;V07;2;1180.24;0.0;2360.48;0.0;2360.48;E-commerce;dataset_vendas_fake.xlsx
V01820;2024-07-23;P006;C027;V04;1;1114.23;0.15;1114.23;167.13;947.1;Marketplace;dataset_vendas_fake.xlsx
V01821;2024-01-06;P003;C012;V01;2;60.06;0.0;120.12;0.0;120.12;Loja Física;dataset_vendas_fake.xlsx
V01822;2024-03-13;P010;C015;V03;1;429.88;0.0;429.88;0.0;429.88;Marketplace;dataset_vendas_fake.xlsx
V01823;2024-01-23;P001;C007;V01;2;4961.32;0.1;9922.64;992.26;8930.38;Marketplace;dataset_vendas_fake.xlsx
V01824;2024-03-30;P008;C029;V06;1;1788.64;0.0;1788.64;0.0;1788.64;E-commerce;dataset_vendas_fake.xlsx
V01825;2024-06-22;P018;C008;V03;1;927.24;0.0;927.24;0.0;927.24;E-commerce;dataset_vendas_fake.xlsx
V01826;2024-01-12;P006;C027;V04;1;955.7;0.0;955.7;0.0;955.7;Loja Física;dataset_vendas_fake.xlsx
V01827;2024-01-11;P005;C013;V02;2;2034.65;0.1;4069.3;406.93;3662.37;Marketplace;dataset_vendas_fake.xlsx
V01828;2024-04-17;P010;C015;V03;1;449.99;0.05;449.99;22.5;427.49;Marketplace;dataset_vendas_fake.xlsx
V01829;2024-07-09;P006;C017;V04;2;1116.91;0.0;2233.82;0.0;2233.82;Loja Física;dataset_vendas_fake.xlsx
V01830;2024-03-01;P005;C029;V01;2;2195.08;0.15;4390.16;658.52;3731.64;E-commerce;dataset_vendas_fake.xlsx
V01831;2024-04-08;P018;C013;V07;1;938.14;0.0;938.14;0.0;938.14;Marketplace;dataset_vendas_fake.xlsx
V01832;2024-11-02;P014;C021;V02;1;106.2;0.0;106.2;0.0;106.2;Loja Física;dataset_vendas_fake.xlsx
V01833;2024-11-11;P019;C007;V06;1;530.79;0.0;530.79;0.0;530.79;E-commerce;dataset_vendas_fake.xlsx
V01834;2024-06-16;P008;C002;V06;2;1717.87;0.0;3435.74;0.0;3435.74;E-commerce;dataset_vendas_fake.xlsx
V01835;2024-09-17;P019;C029;V06;1;483.55;0.0;483.55;0.0;483.55;E-commerce;dataset_vendas_fake.xlsx
V01836;2024-02-11;P016;C026;V02;1;684.69;0.0;684.69;0.0;684.69;E-commerce;dataset_vendas_fake.xlsx
V01837;2024-09-17;P013;C025;V08;1;134.18;0.0;134.18;0.0;134.18;Vendedor Externo;dataset_vendas_fake.xlsx
V01838;2024-09-22;P015;C006;V06;3;326.28;0.05;978.84;48.94;929.9;Marketplace;dataset_vendas_fake.xlsx
V01839;2024-09-26;P016;C023;V05;1;730.35;0.1;730.35;73.04;657.31;Vendedor Externo;dataset_vendas_fake.xlsx
V01840;2024-05-17;P019;C013;V02;2;438.56;0.0;877.12;0.0;877.12;E-commerce;dataset_vendas_fake.xlsx
V01841;2024-04-22;P007;C015;V03;2;2758.94;0.0;5517.88;0.0;5517.88;Vendedor Externo;dataset_vendas_fake.xlsx
V01842;2024-04-21;P010;C014;V04;1;459.22;0.0;459.22;0.0;459.22;E-commerce;dataset_vendas_fake.xlsx
V01843;2024-07-10;P009;C018;V05;2;319.63;0.0;639.26;0.0;639.26;E-commerce;dataset_vendas_fake.xlsx
V01844;2024-02-13;P010;C015;V08;1;461.09;0.0;461.09;0.0;461.09;E-commerce;dataset_vendas_fake.xlsx
V01845;2024-10-25;P002;C015;V08;2;4279.11;0.0;8558.22;0.0;8558.22;Vendedor Externo;dataset_vendas_fake.xlsx
V01846;2024-08-18;P015;C014;V04;1;273.2;0.1;273.2;27.32;245.88;Marketplace;dataset_vendas_fake.xlsx
V01847;2024-09-11;P011;C009;V06;1;1258.05;0.0;1258.05;0.0;1258.05;Loja Física;dataset_vendas_fake.xlsx
V01848;2024-04-01;P015;C008;V08;2;326.3;0.1;652.6;65.26;587.34;Loja Física;dataset_vendas_fake.xlsx
V01849;2024-07-02;P003;C010;V02;2;57.44;0.0;114.88;0.0;114.88;Marketplace;dataset_vendas_fake.xlsx
V01850;2024-04-26;P004;C004;V01;1;241.22;0.0;241.22;0.0;241.22;Marketplace;dataset_vendas_fake.xlsx
V01851;2024-01-20;P018;C007;V06;1;858.56;0.15;858.56;128.78;729.78;E-commerce;dataset_vendas_fake.xlsx
V01852;2024-12-11;P011;C009;V06;2;1372.59;0.05;2745.18;137.26;2607.92;Marketplace;dataset_vendas_fake.xlsx
V01853;2024-04-07;P020;C005;V06;1;195.98;0.0;195.98;0.0;195.98;Loja Física;dataset_vendas_fake.xlsx
V01854;2024-06-02;P010;C027;V04;2;438.19;0.2;876.38;175.28;701.1;Vendedor Externo;dataset_vendas_fake.xlsx
V01855;2024-07-26;P019;C025;V03;1;458.22;0.15;458.22;68.73;389.49;Vendedor Externo;dataset_vendas_fake.xlsx
V01856;2024-11-30;P017;C025;V03;1;567.66;0.05;567.66;28.38;539.28;Vendedor Externo;dataset_vendas_fake.xlsx
V01857;2024-04-26;P008;C024;V01;2;1909.26;0.2;3818.52;763.7;3054.82;Vendedor Externo;dataset_vendas_fake.xlsx
V01858;2024-04-29;P017;C019;V05;1;584.3;0.0;584.3;0.0;584.3;Vendedor Externo;dataset_vendas_fake.xlsx
V01859;2024-06-23;P003;C011;V03;2;58.27;0.0;116.54;0.0;116.54;Vendedor Externo;dataset_vendas_fake.xlsx
V01860;2024-12-23;P014;C007;V06;5;117.69;0.0;588.45;0.0;588.45;Vendedor Externo;dataset_vendas_fake.xlsx
V01861;2024-10-12;P001;C012;V01;1;4405.77;0.1;4405.77;440.58;3965.19;E-commerce;dataset_vendas_fake.xlsx
V01862;2024-06-05;P001;C016;V07;2;4514.46;0.0;9028.92;0.0;9028.92;Marketplace;dataset_vendas_fake.xlsx
V01863;2024-04-25;P014;C014;V04;1;106.06;0.15;106.06;15.91;90.15;Marketplace;dataset_vendas_fake.xlsx
V01864;2024-06-15;P019;C001;V01;2;462.09;0.0;924.18;0.0;924.18;E-commerce;dataset_vendas_fake.xlsx
V01865;2024-03-19;P011;C019;V05;1;1415.46;0.0;1415.46;0.0;1415.46;Vendedor Externo;dataset_vendas_fake.xlsx
V01866;2024-04-14;P013;C003;V07;1;130.56;0.0;130.56;0.0;130.56;E-commerce;dataset_vendas_fake.xlsx
V01867;2024-08-31;P004;C011;V08;2;270.07;0.0;540.14;0.0;540.14;Marketplace;dataset_vendas_fake.xlsx
V01868;2024-02-17;P006;C004;V01;1;905.69;0.0;905.69;0.0;905.69;Loja Física;dataset_vendas_fake.xlsx
V01869;2024-12-18;P020;C016;V02;1;189.69;0.1;189.69;18.97;170.72;E-commerce;dataset_vendas_fake.xlsx
V01870;2024-04-11;P003;C030;V08;3;63.32;0.0;189.96;0.0;189.96;Marketplace;dataset_vendas_fake.xlsx
V01871;2024-04-15;P008;C010;V02;1;1781.72;0.1;1781.72;178.17;1603.55;Vendedor Externo;dataset_vendas_fake.xlsx
V01872;2024-01-30;P012;C017;V04;1;908.35;0.1;908.35;90.84;817.51;E-commerce;dataset_vendas_fake.xlsx
V01873;2024-06-16;P014;C013;V02;3;100.13;0.0;300.39;0.0;300.39;Loja Física;dataset_vendas_fake.xlsx
V01874;2024-03-07;P018;C014;V04;1;797.11;0.15;797.11;119.57;677.54;Loja Física;dataset_vendas_fake.xlsx
V01875;2024-07-18;P007;C005;V01;2;2880.42;0.0;5760.84;0.0;5760.84;Marketplace;dataset_vendas_fake.xlsx
V01876;2024-08-09;P016;C006;V06;2;673.59;0.0;1347.18;0.0;1347.18;E-commerce;dataset_vendas_fake.xlsx
V01877;2024-09-14;P015;C009;V01;1;269.21;0.05;269.21;13.46;255.75;Loja Física;dataset_vendas_fake.xlsx
V01878;2024-03-14;P015;C003;V07;1;276.21;0.0;276.21;0.0;276.21;E-commerce;dataset_vendas_fake.xlsx
V01879;2024-09-26;P011;C030;V08;1;1130.26;0.0;1130.26;0.0;1130.26;Vendedor Externo;dataset_vendas_fake.xlsx
V01880;2024-08-24;P019;C002;V01;2;427.08;0.0;854.16;0.0;854.16;Marketplace;dataset_vendas_fake.xlsx
V01881;2024-11-26;P015;C012;V06;1;322.73;0.0;322.73;0.0;322.73;Vendedor Externo;dataset_vendas_fake.xlsx
V01882;2024-11-09;P006;C014;V04;1;1021.1;0.0;1021.1;0.0;1021.1;E-commerce;dataset_vendas_fake.xlsx
V01883;2024-11-12;P014;C015;V08;1;113.05;0.0;113.05;0.0;113.05;E-commerce;dataset_vendas_fake.xlsx
V01884;2024-12-23;P019;C004;V06;1;513.26;0.0;513.26;0.0;513.26;Loja Física;dataset_vendas_fake.xlsx
V01885;2024-05-02;P006;C009;V06;1;961.36;0.0;961.36;0.0;961.36;Loja Física;dataset_vendas_fake.xlsx
V01886;2024-12-23;P007;C030;V08;1;2824.67;0.1;2824.67;282.47;2542.2;Vendedor Externo;dataset_vendas_fake.xlsx
V01887;2024-10-10;P004;C012;V01;4;264.59;0.0;1058.36;0.0;1058.36;Loja Física;dataset_vendas_fake.xlsx
V01888;2024-09-15;P011;C014;V04;1;1365.7;0.0;1365.7;0.0;1365.7;E-commerce;dataset_vendas_fake.xlsx
V01889;2024-05-09;P007;C017;V04;2;2894.67;0.05;5789.34;289.47;5499.87;Vendedor Externo;dataset_vendas_fake.xlsx
V01890;2024-01-14;P003;C021;V07;2;57.14;0.05;114.28;5.71;108.57;Vendedor Externo;dataset_vendas_fake.xlsx
V01891;2024-06-24;P013;C028;V05;3;128.26;0.0;384.78;0.0;384.78;Vendedor Externo;dataset_vendas_fake.xlsx
V01892;2024-01-20;P001;C009;V01;1;5072.93;0.0;5072.93;0.0;5072.93;E-commerce;dataset_vendas_fake.xlsx
V01893;2024-06-16;P015;C016;V07;1;274.74;0.05;274.74;13.74;261.0;Loja Física;dataset_vendas_fake.xlsx
V01894;2024-02-12;P018;C022;V01;1;826.08;0.0;826.08;0.0;826.08;Vendedor Externo;dataset_vendas_fake.xlsx
V01895;2024-03-12;P016;C027;V04;3;635.57;0.0;1906.71;0.0;1906.71;E-commerce;dataset_vendas_fake.xlsx
V01896;2024-03-28;P001;C020;V01;2;4560.69;0.15;9121.38;1368.21;7753.17;E-commerce;dataset_vendas_fake.xlsx
V01897;2024-05-30;P004;C018;V05;1;265.69;0.0;265.69;0.0;265.69;E-commerce;dataset_vendas_fake.xlsx
V01898;2024-02-09;P001;C022;V06;1;4765.44;0.0;4765.44;0.0;4765.44;E-commerce;dataset_vendas_fake.xlsx
V01899;2024-08-13;P012;C006;V01;2;882.9;0.0;1765.8;0.0;1765.8;Loja Física;dataset_vendas_fake.xlsx
V01900;2024-12-11;P018;C007;V06;1;988.55;0.0;988.55;0.0;988.55;Loja Física;dataset_vendas_fake.xlsx
V01901;2024-11-21;P017;C021;V02;1;522.15;0.0;522.15;0.0;522.15;Vendedor Externo;dataset_vendas_fake.xlsx
V01902;2024-12-19;P010;C015;V03;1;502.51;0.0;502.51;0.0;502.51;Loja Física;dataset_vendas_fake.xlsx
V01903;2024-01-25;P013;C025;V03;3;122.19;0.0;366.57;0.0;366.57;E-commerce;dataset_vendas_fake.xlsx
V01904;2024-07-10;P008;C007;V01;3;1570.87;0.2;4712.61;942.52;3770.09;Loja Física;dataset_vendas_fake.xlsx
V01905;2024-08-03;P001;C001;V06;1;5059.2;0.0;5059.2;0.0;5059.2;E-commerce;dataset_vendas_fake.xlsx
V01906;2024-12-14;P003;C008;V03;1;59.22;0.0;59.22;0.0;59.22;E-commerce;dataset_vendas_fake.xlsx
V01907;2024-03-26;P002;C014;V04;1;3640.99;0.0;3640.99;0.0;3640.99;Marketplace;dataset_vendas_fake.xlsx
V01908;2024-06-14;P018;C021;V02;1;947.64;0.0;947.64;0.0;947.64;E-commerce;dataset_vendas_fake.xlsx
V01909;2024-10-04;P013;C014;V04;1;140.14;0.0;140.14;0.0;140.14;E-commerce;dataset_vendas_fake.xlsx
V01910;2024-04-19;P004;C012;V06;1;235.51;0.15;235.51;35.33;200.18;E-commerce;dataset_vendas_fake.xlsx
V01911;2024-01-08;P013;C021;V07;2;130.52;0.0;261.04;0.0;261.04;Loja Física;dataset_vendas_fake.xlsx
V01912;2024-07-18;P007;C015;V03;1;2825.29;0.0;2825.29;0.0;2825.29;Loja Física;dataset_vendas_fake.xlsx
V01913;2024-12-02;P009;C021;V07;2;335.78;0.0;671.56;0.0;671.56;Loja Física;dataset_vendas_fake.xlsx
V01914;2024-02-04;P007;C014;V04;1;2967.5;0.0;2967.5;0.0;2967.5;Vendedor Externo;dataset_vendas_fake.xlsx
V01915;2024-02-22;P018;C026;V02;2;990.18;0.0;1980.36;0.0;1980.36;Marketplace;dataset_vendas_fake.xlsx
V01916;2024-02-18;P020;C011;V08;2;193.18;0.2;386.36;77.27;309.09;E-commerce;dataset_vendas_fake.xlsx
V01917;2024-06-19;P006;C021;V07;5;1043.24;0.0;5216.2;0.0;5216.2;Vendedor Externo;dataset_vendas_fake.xlsx
V01918;2024-02-04;P011;C001;V06;2;1145.84;0.05;2291.68;114.58;2177.1;Vendedor Externo;dataset_vendas_fake.xlsx
V01919;2024-09-18;P008;C017;V04;3;1660.79;0.0;4982.37;0.0;4982.37;E-commerce;dataset_vendas_fake.xlsx
V01920;2024-01-11;P020;C025;V03;1;182.42;0.0;182.42;0.0;182.42;Marketplace;dataset_vendas_fake.xlsx
V01921;2024-05-01;P014;C025;V03;2;118.32;0.15;236.64;35.5;201.14;Loja Física;dataset_vendas_fake.xlsx
V01922;2024-01-31;P005;C012;V06;1;2334.24;0.05;2334.24;116.71;2217.53;Marketplace;dataset_vendas_fake.xlsx
V01923;2024-04-13;P005;C013;V02;1;1910.32;0.0;1910.32;0.0;1910.32;Loja Física;dataset_vendas_fake.xlsx
V01924;2024-05-01;P020;C015;V08;3;191.31;0.05;573.93;28.7;545.23;E-commerce;dataset_vendas_fake.xlsx
V01925;2024-05-22;P011;C021;V02;1;1336.59;0.0;1336.59;0.0;1336.59;Vendedor Externo;dataset_vendas_fake.xlsx
V01926;2024-11-27;P010;C025;V03;1;470.2;0.0;470.2;0.0;470.2;E-commerce;dataset_vendas_fake.xlsx
V01927;2024-06-18;P011;C008;V03;2;1185.71;0.0;2371.42;0.0;2371.42;Loja Física;dataset_vendas_fake.xlsx
V01928;2024-12-06;P008;C026;V02;1;1750.34;0.0;1750.34;0.0;1750.34;Vendedor Externo;dataset_vendas_fake.xlsx
V01929;2024-09-23;P011;C006;V06;1;1395.83;0.0;1395.83;0.0;1395.83;Loja Física;dataset_vendas_fake.xlsx
V01930;2024-02-03;P016;C003;V02;2;767.89;0.0;1535.78;0.0;1535.78;Loja Física;dataset_vendas_fake.xlsx
V01931;2024-11-20;P005;C007;V01;1;2223.0;0.2;2223.0;444.6;1778.4;Loja Física;dataset_vendas_fake.xlsx
V01932;2024-03-29;P019;C018;V05;3;484.84;0.05;1454.52;72.73;1381.79;E-commerce;dataset_vendas_fake.xlsx
V01933;2024-09-16;P003;C014;V04;1;71.64;0.2;71.64;14.33;57.31;Marketplace;dataset_vendas_fake.xlsx
V01934;2024-03-25;P007;C008;V08;1;2574.12;0.0;2574.12;0.0;2574.12;E-commerce;dataset_vendas_fake.xlsx
V01935;2024-11-06;P008;C010;V07;1;1842.7;0.0;1842.7;0.0;1842.7;Vendedor Externo;dataset_vendas_fake.xlsx
V01936;2024-11-21;P007;C009;V06;1;2602.58;0.2;2602.58;520.52;2082.06;Loja Física;dataset_vendas_fake.xlsx
V01937;2024-07-03;P013;C013;V02;2;132.59;0.0;265.18;0.0;265.18;Vendedor Externo;dataset_vendas_fake.xlsx
V01938;2024-08-13;P014;C017;V04;5;115.3;0.0;576.5;0.0;576.5;E-commerce;dataset_vendas_fake.xlsx
V01939;2024-09-03;P001;C025;V08;1;4063.42;0.0;4063.42;0.0;4063.42;Vendedor Externo;dataset_vendas_fake.xlsx
V01940;2024-02-12;P010;C020;V01;1;504.02;0.0;504.02;0.0;504.02;E-commerce;dataset_vendas_fake.xlsx
V01941;2024-05-11;P013;C015;V08;2;133.58;0.05;267.16;13.36;253.8;Vendedor Externo;dataset_vendas_fake.xlsx
V01942;2024-05-25;P013;C018;V05;2;124.53;0.0;249.06;0.0;249.06;Loja Física;dataset_vendas_fake.xlsx
V01943;2024-06-19;P005;C023;V05;2;1912.12;0.0;3824.24;0.0;3824.24;E-commerce;dataset_vendas_fake.xlsx
V01944;2024-03-20;P007;C001;V01;1;3037.49;0.0;3037.49;0.0;3037.49;Marketplace;dataset_vendas_fake.xlsx
